x,y
41.059166959462,40.9869946296209
5.19945929115247,12.6028843618154
40.8658534067413,40.1919554019143
9.7383705229928,13.8584662731446
36.9694517850951,39.2333395343338
83.2457872989411,71.7562834255864
70.5151834050204,64.1062929263788
60.8184858382375,55.3555559332636
47.7156335517141,47.5489038841954
52.2405128910109,50.4626844561272
82.5686058009539,72.8339537699278
14.1776962159445,18.3679406333367
75.7521225869331,67.6115050994689
82.7902047431439,71.2200770447226
95.5484957308285,79.7459954051256
52.0449011881228,49.5660708825403
76.9295137573584,67.078830783489
50.8638758380619,47.2773473931729
96.1954221846408,80.280496328671
48.0106062386274,43.5779334946233
95.8892227346236,82.1064416525343
69.9639719921213,61.282214099391
87.4252608998618,76.3831460632856
85.7878430593387,74.5518988689354
90.6828859652477,78.3966377926116
13.9836389903288,18.7747280883871
66.7444126086591,60.8735097847296
88.7357390412111,74.2882228597833
1.42325318722912,11.5376406870826
62.4837449157565,56.1512336506522
23.4396463695741,26.612546796452
34.1796427425793,34.0636775693794
2.10770277169948,8.91227936405224
26.6666819987478,29.312202582284
25.5649296716094,29.5775117487047
52.337633297479,48.3243244050026
67.1597723586522,60.90883121541
47.6331297910719,45.3679539770505
94.2587898812689,81.4357068391073
52.3256610072389,46.9536514822285
75.4049713452028,64.8214090119729
38.8569024792224,37.419888204336
58.8907232545609,54.274681709143
8.3200457718291,12.9148351734272
85.2785664524055,75.2677792899166
9.4303366592122,15.8067579898482
59.8420362044109,55.9644785076971
75.4661229893965,65.2839864987596
89.2141148395559,76.2584455919792
39.4105914413705,38.0349697099631
15.1022026473484,21.2145651384467
79.4945493401283,67.8287037686391
42.1067551648414,42.5191445654822
28.4573836515987,29.7025645068092
41.4739546205061,41.2187753951565
59.9719812308261,57.0852915939358
38.6804415305913,39.544941165166
23.0032846727123,27.9983684767316
67.177785708406,62.1997776499749
90.3386091723107,76.8483761490505
64.2469729579872,57.3108554819761
52.8668298544047,49.9877572863105
80.6141759164908,70.8926021553082
17.2072412573241,23.6391489413987
6.39530258102122,14.1259491638175
18.4729525631514,25.0785048059241
7.64353675072244,13.3280077343951
2.69896421307231,12.4426973923914
4.60730519639926,11.0625484018243
38.4549188761167,37.6424461013756
48.9670782514671,43.6564835314306
2.86646119319167,11.5014783142773
15.8287394411963,20.0078749376294
10.2873679587102,17.5943108492399
54.4890825979278,50.7055985522838
51.9427984143159,48.1044746121984
16.8813549302522,19.8176037005507
19.3413131108183,25.2894611927844
42.2214716144324,39.5805879052527
83.3042321110757,70.9078068628727
28.9960794354371,28.5544560854601
25.6180523259502,28.8111013474669
93.5207211640643,78.6761137058319
68.4010091902381,63.471980801644
81.1658249102246,69.4453625379463
23.2625071204174,25.7520832406404
96.9696422820262,83.417947100988
26.3471396058583,26.6106174471677
82.2498952526366,70.1979495266914
57.6306431648445,53.3471604943716
95.5270409969442,81.0369720081056
46.9756100187797,44.1746132536553
2.82252961773875,10.7432645529952
77.8186441682638,66.832791418078
62.6110192002426,56.3686681401975
79.7755301831069,68.4903611463525
4.79084763790539,11.9963122161194
44.7078402930951,40.8759776453262
11.1272153243344,15.909077060893
37.9754035791812,37.4215329818875
14.2550103282209,20.9418971797625
11.8599843968259,16.8704170467093
3.36748264982155,12.3189730932376
92.4320090775308,78.9489204791551
88.9478060839615,77.6717676884727
97.0142575340502,81.9755502954146
82.7379182238587,73.7358913655599
92.6966821923855,80.6119775274254
22.4776281636928,23.6426388742859
64.0985060351064,59.2926295107875
0.170527112139753,6.26584698299982
10.9965631768735,18.1169388237546
17.374050558743,23.5612760648055
99.6238538583654,84.1942177974707
46.9420285159085,45.7381476817827
32.2263309577859,35.0203247653961
81.9455862604312,70.0341019932243
52.4390092985425,46.4712298711198
83.0745906469296,71.4811159173456
27.4568917679509,30.1124240634967
73.2809174778053,63.2101253122655
43.0608331556977,43.7307239427274
33.9095799202642,32.9968992578965
37.9399278421196,35.9704599362379
32.6853548599034,34.9965176362939
68.3192370040406,61.4555973595323
2.84919700393086,11.4257513720318
49.7870058705857,46.9737490836114
48.4339693894273,43.38502016026
25.8646585926379,28.871819713824
27.7632495763516,29.4869565465339
71.9125847695892,65.586931000298
5.38695537303049,11.633007528401
63.5868191695657,55.5821180543536
54.4485370279064,49.3816699183133
77.3532456988806,66.2597135033074
6.14724296227737,13.4391133468749
76.7827719858935,65.4889209341307
43.2074033460249,43.5269241647764
38.5830752001053,36.2963350112235
78.0884191854965,69.5319643573467
44.3875797785992,42.9628573020018
0.332759938022516,7.05137874033169
72.096816012243,62.5403492520518
95.3044067653597,79.5508855403594
31.6436198281406,34.3342519157397
19.072831964813,22.3465460219965
31.6307394722028,31.2877782303561
33.4748308663134,32.6124768419013
23.6193983062905,24.3552041152122
25.0908192788128,28.3088923163385
32.299595140251,33.7044005885621
3.84908615396891,10.1057866638907
77.4620900623614,69.6220679664871
40.6588728768364,39.6291612054398
76.0449891363191,68.1620217524412
18.4441524716882,24.0512035497995
39.3005314048176,39.0676669855052
14.4969774599619,19.0376172134908
88.9111766163711,78.7307411742834
73.592911769716,64.86337915551
90.9087435924842,79.8939918783771
74.8821215273751,64.3067728595159
99.5533704153963,82.5984458102907
59.4337345125439,53.7073921405604
41.6413566520736,42.386170091839
80.8516225689646,68.20631213816
94.1769429788533,78.6428752997674
41.1980799378119,39.0464680494783
26.9996548625179,30.7719449736847
86.4841740850058,74.7731303430082
35.7931210080514,36.4388504215165
69.569865825698,64.0838494301712
65.0315484569702,56.3553830664828
36.820494131041,37.3863037910093
3.86276203832705,11.9420500768773
73.0704685307481,63.8602159732689
13.6458986801206,17.2793122820395
4.10381761277451,11.8420600597883
79.2045185302644,68.5408913316902
60.8626281235207,57.5477159606848
43.0065921841676,40.6815927632182
6.91383775312841,15.3782393315231
11.8697907038907,16.5382026531705
76.9834733265374,66.5169886364647
48.8229490549105,46.9396993569808
60.7393075023481,54.5334448506802
9.96338254411524,13.928272498099
84.0031385963017,75.3105632453621
4.7898282285208,9.77854778899597
24.3034523132179,27.8930654908734
55.929707569142,51.2014467086937
73.8609686278727,67.6871639328524
58.7964010001203,55.4170688790932
40.6491176233073,37.3917925694164
27.0895952552783,31.0582900305
82.7323106808611,73.7989054152519
17.9916234816879,20.548440679357
70.7749319901085,62.5572800393007
86.0368025852045,73.7183784433603
48.7606376673666,43.6514015133577
34.8533076450328,35.4034020499647
15.0219014595008,18.1671771257872
24.5081919044808,25.9242963557967
26.6512377486976,30.0218808072054
36.827706526446,37.7452701554543
