x,y
-3.57867363000143,REJECT
3.40904435536154,ACCEPT
0.024837128344045,REJECT
-0.56981337078984,REJECT
4.38512444212827,ACCEPT
-2.10688706389175,REJECT
-0.336556217213468,REJECT
2.23355420312091,ACCEPT
-3.25950277225077,REJECT
4.51354425528006,ACCEPT
4.42145114027136,ACCEPT
-2.38978674024641,REJECT
-3.02929544225216,REJECT
0.773362813270095,ACCEPT
-2.57375843235013,REJECT
2.89795974574507,ACCEPT
1.66676109156435,ACCEPT
-3.15791686301845,REJECT
4.1610263589744,ACCEPT
1.43281005211285,ACCEPT
3.75835521383412,ACCEPT
2.08314643772285,ACCEPT
-3.48949803096168,REJECT
4.37591473561682,ACCEPT
-1.75416018999152,REJECT
-2.93365187419563,REJECT
2.38581467212027,ACCEPT
-4.6113003931769,REJECT
1.73839654747635,ACCEPT
3.79630739944035,ACCEPT
0.75141282478265,ACCEPT
1.09968709490046,ACCEPT
3.38849328652454,ACCEPT
4.05975546099161,ACCEPT
4.56954523844592,ACCEPT
4.20985989584922,ACCEPT
0.494722827237029,REJECT
-1.30717740958371,REJECT
-2.79014643041836,REJECT
3.51912082145679,ACCEPT
-4.40527794764136,REJECT
4.66988234336418,ACCEPT
3.24210678035565,ACCEPT
-1.44932538913719,REJECT
2.02061541323467,ACCEPT
-4.2543910074216,REJECT
-4.74075881717197,REJECT
4.45568968476358,ACCEPT
4.67230809319925,ACCEPT
4.03877581226218,ACCEPT
-1.00219993027441,REJECT
0.870959457725102,ACCEPT
-3.48597139011361,REJECT
4.92682028972168,ACCEPT
-0.094710621625443,REJECT
-0.820103145233683,REJECT
0.204717439787703,REJECT
-2.66687208801503,REJECT
-0.619983088335988,REJECT
-1.73813659347393,REJECT
3.91566932368837,ACCEPT
4.09662946544727,ACCEPT
-2.60608939593725,REJECT
-1.0221741253313,REJECT
0.315256026978624,REJECT
2.7264046214698,ACCEPT
-2.68172807567349,REJECT
0.603390737872136,REJECT
1.50215387614763,ACCEPT
-3.22059802496518,REJECT
2.1167974714201,ACCEPT
1.98300451324066,ACCEPT
-0.495575990840579,REJECT
-1.63689831003851,REJECT
-3.29386941675292,REJECT
0.080424513992834,REJECT
-2.93541641812365,REJECT
-2.32861422459974,REJECT
-1.27752083378413,REJECT
0.08806740529756,REJECT
-2.58404563095601,REJECT
0.742354311188111,ACCEPT
2.1818666954544,ACCEPT
2.01730025122315,ACCEPT
-2.18075529979803,REJECT
3.09558341247799,ACCEPT
1.9831062734449,ACCEPT
4.54651025662577,ACCEPT
-4.55197312229375,REJECT
4.96294441174678,ACCEPT
0.618101614581306,REJECT
1.19800005560855,ACCEPT
-0.452408574418543,REJECT
