x,y
-0.761684992623517,REJECT
0.554168649860019,REJECT
0.864522559426936,ACCEPT
4.41210509398347,ACCEPT
3.66950220610379,ACCEPT
-3.06151712787547,REJECT
-1.58852980055443,REJECT
2.8514051348772,ACCEPT
3.83518931511063,ACCEPT
-0.922920839046235,REJECT
2.74946794488237,ACCEPT
-3.51978685737942,REJECT
4.01238317260807,ACCEPT
4.32182346251214,ACCEPT
-3.08096519303541,REJECT
3.82629555019158,ACCEPT
0.945901736090745,ACCEPT
1.05590822044113,REJECT
1.59966070848868,ACCEPT
-0.541639738190415,REJECT
3.19335419891956,ACCEPT
-0.719023601850017,REJECT
-4.63503449928212,REJECT
-0.011233110942175,REJECT
4.53926336869842,ACCEPT
3.18326304160622,ACCEPT
3.31532519602222,ACCEPT
1.7403463549521,ACCEPT
-1.92781527990165,REJECT
3.79671820476208,ACCEPT
-4.29536216250036,REJECT
3.08097274759487,ACCEPT
1.08270087272876,ACCEPT
-1.20407017683644,REJECT
0.100104136528664,REJECT
-3.81123339783305,REJECT
0.421793730441148,REJECT
-3.08143628347509,REJECT
-4.38389851580831,REJECT
-2.23934787010451,REJECT
-1.02214114990994,REJECT
-1.95012650710971,REJECT
-2.11350687601099,REJECT
4.959228419406,ACCEPT
3.55558926126488,ACCEPT
4.4658395546522,ACCEPT
2.89001512487436,ACCEPT
3.28997946811766,ACCEPT
-1.05272562123539,REJECT
-4.18270454094854,REJECT
0.52074855626536,REJECT
4.92716604486543,ACCEPT
-2.8731759702069,REJECT
-4.42215982291804,REJECT
-2.18429980426717,REJECT
0.458807875573215,REJECT
4.9224642146062,ACCEPT
-0.500280641155515,REJECT
1.02514211578447,REJECT
-4.33944480097483,REJECT
-4.00276302920049,REJECT
1.26951744359167,ACCEPT
0.638757407642887,ACCEPT
0.123125503543788,REJECT
2.60480309095812,ACCEPT
-0.436993789706382,REJECT
0.442263055097303,REJECT
-3.80238575380674,REJECT
1.60197952627737,ACCEPT
-2.91276135148428,REJECT
-1.09895486109252,REJECT
2.29478058603925,ACCEPT
-3.56851495216614,REJECT
1.52024781226554,ACCEPT
-0.381362662275996,REJECT
4.31092548386079,ACCEPT
-4.62049544456753,REJECT
-0.643639216467577,REJECT
4.76295983738208,ACCEPT
3.10820259455123,ACCEPT
-0.717304598639029,REJECT
-2.84069348129388,REJECT
1.51123974890054,REJECT
0.911918238099126,REJECT
-1.58787339022626,REJECT
2.03202761426003,ACCEPT
1.95797836473355,ACCEPT
3.7895102779109,ACCEPT
0.366526560976852,REJECT
-2.82401999416522,REJECT
2.35232029530507,ACCEPT
-3.43092479937205,REJECT
4.04557686867265,ACCEPT
-3.26775374154463,REJECT
-3.98832066031817,REJECT
2.49292343658085,ACCEPT
-4.91831314688356,REJECT
-4.65406104485818,REJECT
1.63289235043482,ACCEPT
4.91898811296803,ACCEPT
-1.93919032829423,REJECT
-0.39394165021212,REJECT
-2.09238312494611,REJECT
0.105246812591481,REJECT
2.66193758444432,ACCEPT
-0.723275063441116,REJECT
-2.32099164395169,REJECT
0.003310875615572,REJECT
1.98522122894364,ACCEPT
0.908007528726041,REJECT
-1.64433753858418,REJECT
3.57633510598081,ACCEPT
3.77085584498932,ACCEPT
-2.64092603533966,REJECT
-4.27617918101263,REJECT
-4.76935157994264,REJECT
-3.74961468496197,REJECT
3.4831848382632,ACCEPT
-0.692615374208227,REJECT
-0.127916057718179,REJECT
4.15691082657381,ACCEPT
1.54587358615043,ACCEPT
4.70602490414839,ACCEPT
-3.15303399259759,REJECT
2.53691734598663,ACCEPT
-1.96547541132463,REJECT
-1.64430022259775,REJECT
0.461096354302041,REJECT
1.80743831569422,ACCEPT
0.52259474607285,REJECT
-2.80008978436151,REJECT
4.41108160836621,ACCEPT
2.17025364320453,ACCEPT
-3.19112127538464,REJECT
-1.03209605338098,REJECT
1.78285937309657,ACCEPT
0.786432377498796,REJECT
1.45577038115305,ACCEPT
-0.929850142342932,REJECT
-2.80089641987306,REJECT
-3.20283341067058,REJECT
-2.59230282383966,REJECT
-2.00497894909242,REJECT
3.34433157432403,ACCEPT
3.05818913999987,ACCEPT
4.63663768079453,ACCEPT
-3.82071873984906,REJECT
1.55145256390795,REJECT
0.282991757463739,REJECT
1.489611841613,REJECT
-4.16614335647588,REJECT
-2.24498509224662,REJECT
3.58085002513366,ACCEPT
-1.46214335318672,REJECT
-1.25272794106582,REJECT
2.15357319688919,ACCEPT
2.05560741623552,ACCEPT
-0.172897066724717,REJECT
-1.26771910367554,REJECT
2.12286507756291,ACCEPT
-1.37328788490016,REJECT
-0.380447747968489,REJECT
3.98494222863281,ACCEPT
2.87400509763551,ACCEPT
3.41950230857394,ACCEPT
-3.7008076717119,REJECT
0.107852677110188,REJECT
-3.96210038834037,REJECT
-2.17126901177168,REJECT
-3.35285465663552,REJECT
1.8661732251601,ACCEPT
3.27972727399242,ACCEPT
-2.28667551585232,REJECT
2.09645222204332,ACCEPT
-4.66245148294031,REJECT
-2.52345093422412,REJECT
0.081816309558725,REJECT
1.37241000203999,ACCEPT
-2.01250340809752,REJECT
-3.67250048252282,REJECT
-3.51629245568742,REJECT
0.049796308456957,REJECT
2.40172591047242,ACCEPT
-1.95842618295484,REJECT
0.587669645228192,REJECT
-3.89142246550452,REJECT
-0.755805456507611,REJECT
-3.98385037574159,REJECT
-3.56784320608308,REJECT
-4.48654292664273,REJECT
1.36509006793442,ACCEPT
-1.41236675142017,REJECT
0.796247975027537,REJECT
-0.095079138934055,REJECT
4.01830818528124,ACCEPT
-1.58391244898991,REJECT
-0.408005639321924,REJECT
-2.97570506491544,REJECT
-3.81207278048989,REJECT
0.760736125429945,ACCEPT
-1.35548936735221,REJECT
0.517034691433747,REJECT
4.05319862075796,ACCEPT
-4.25753487383442,REJECT
0.940262978440954,ACCEPT
1.22524577217528,ACCEPT
-1.05555171924428,REJECT
-2.21638664483975,REJECT
1.83427859595672,ACCEPT
-2.43593703517645,REJECT
0.187278385859786,REJECT
1.29119986709588,REJECT
-0.455478796591843,REJECT
2.98126753541162,ACCEPT
2.47378880834418,ACCEPT
1.36411096580853,ACCEPT
3.03138589645402,ACCEPT
2.90385118374515,ACCEPT
-0.7735177697958,REJECT
4.15092425356573,ACCEPT
4.6582000226395,ACCEPT
-1.60122718286823,REJECT
-4.11848908050582,REJECT
2.27666025553283,ACCEPT
-1.02379188152324,REJECT
-4.92587802994291,REJECT
-0.112944661521493,REJECT
