x1,x2,y
69.2889804918749,48.5401176273964,64.5342119827409
2.51949050205021,74.6204200092013,-3.97530487539657
57.2015920616316,0.089395629694191,57.449031801861
7.34680848999462,98.0727578533256,-1.55597580570787
6.45939621584127,79.386213847659,-0.563197319730567
96.756057829302,18.7861668162385,94.6196123958972
56.3377588491429,34.9639599043885,53.1089719936651
19.9458611720856,67.6808703725276,13.9184779395957
93.5775304377977,96.6302514901751,83.6979973930888
78.6801447892225,25.9743330210163,76.0598696048609
10.6037190307059,25.4300289616417,8.9228677871426
66.5081363085749,45.5530772289027,62.0882228136732
66.2504858926874,6.78949861375506,65.7102797147069
19.2074607137271,26.9591912734466,17.261844597104
24.2612476704163,18.3356804343113,23.1122834072697
48.5875235341438,92.1728618726904,39.7385995409309
66.6754890484437,31.1170937923913,63.6969983115748
10.9477483390761,29.0264624800672,8.90278136266143
97.5420097927461,36.4323306292462,93.6307306025158
57.4883220454718,61.1268550938869,51.628288349492
48.6515235620454,83.4048176815981,40.678571987579
65.1975049845077,39.6978082493321,61.3801565947759
80.9908341134742,77.5077386674766,73.1871794032514
56.8801263920142,5.77772794279994,56.562911954638
17.861280979845,40.4868747265142,14.5803968544556
20.7671492905138,64.5572678578894,15.0414495639482
33.8994864825639,12.8737368366993,33.1714194746207
25.0227044531739,87.5509511050934,16.9423141847733
20.5358216290225,69.8733157377122,14.281524374074
36.967311970778,45.6079487703662,32.9259420381213
0.860643828787839,53.544268378665,-3.50497137885291
92.4675518450021,19.2648348371553,90.3389901873016
87.9614867614235,33.7726841597431,84.4407190175507
23.5586211880195,19.2286299448664,22.3294961180886
20.138754444786,52.107868061125,15.6661638308913
53.8830793458281,53.4907085218763,48.8335284621447
21.9296584816977,28.8210751354979,19.7624654078858
18.9935885457289,27.0282328095348,17.0438486136809
76.6207775327469,95.2613031867488,67.0985771061463
49.907497405622,20.1635494094295,48.242344998406
23.2390204461019,54.0673027383857,18.530182906464
2.61611614384718,80.2367698557647,-4.4415703515993
58.6829716636227,57.3790197661399,53.1821910553816
61.7611665468841,77.5006464832542,54.2082067334492
2.29458965964,22.8611631285693,0.978643681207744
37.9329907086523,60.5715479187447,32.3827070375653
40.5717055386662,69.6659923508907,34.0776741315744
99.3568991288504,43.7279362364759,94.6924658165277
98.9460805243771,94.1793517925206,89.2418462983082
58.9334282005715,54.2588301813948,53.7414106158246
39.2281764809861,48.4527314331844,34.8729370434148
90.3108107244225,87.1041346657863,81.4263567184264
8.38690251730631,6.34222349145481,8.64365043543585
33.2567258555269,93.2848419940226,24.4959042200028
